timestamp,P2,P1,humidity,temperature
2018-09-01 03:00:00+03:00,15.862410256410257,20.19097435897436,65.2578947368421,19.56374269005848
2018-09-01 04:00:00+03:00,13.27532110091743,17.721009174311927,74.61529411764707,17.303529411764707
2018-09-01 05:00:00+03:00,11.583333333333334,16.093020833333334,77.71126760563381,16.57605633802817
2018-09-01 06:00:00+03:00,11.6275,17.052291666666665,79.32328767123288,16.163013698630138
2018-09-01 07:00:00+03:00,13.98127906976744,21.359418604651164,78.3967741935484,16.482258064516127
2018-09-01 08:00:00+03:00,14.213541666666666,21.829583333333332,78.79861111111111,16.806944444444444
2018-09-01 09:00:00+03:00,20.613917525773196,34.16855670103093,76.34444444444445,17.454166666666666
2018-09-01 10:00:00+03:00,14.728739495798319,25.390252100840335,74.51595744680851,17.874468085106383
2018-09-01 11:00:00+03:00,14.881415094339623,23.855,70.68915662650602,18.819277108433734
2018-09-01 12:00:00+03:00,13.684895833333334,19.859270833333333,67.45394736842105,19.39078947368421
2018-09-01 13:00:00+03:00,13.089294117647057,18.95141176470588,64.39848484848486,19.983333333333334
2018-09-01 14:00:00+03:00,10.676,15.854736842105263,64.97042253521126,19.887323943661972
2018-09-01 15:00:00+03:00,10.113119266055046,15.541651376146788,63.00235294117647,20.590588235294117
2018-09-01 16:00:00+03:00,10.654523809523809,19.63095238095238,63.31707317073171,20.14390243902439
2018-09-01 17:00:00+03:00,11.324642857142857,23.09,61.30357142857143,20.110714285714288
2018-09-01 18:00:00+03:00,12.631666666666668,21.24125,63.37894736842105,19.57894736842105
2018-09-01 19:00:00+03:00,15.768815789473685,23.622894736842103,65.78269230769232,19.25
2018-09-01 20:00:00+03:00,16.192894736842106,24.132631578947368,67.46346153846153,18.99423076923077
2018-09-01 21:00:00+03:00,16.39144736842105,24.001315789473683,68.33846153846153,18.90576923076923
2018-09-01 22:00:00+03:00,22.36894736842105,30.492763157894736,68.91923076923078,18.746153846153845
2018-09-01 23:00:00+03:00,14.28077922077922,20.198051948051948,69.84038461538461,18.53076923076923
